date,time,username,tweet,likes_count
2021-02-12,13:28:45,theintercept,"South African Archbishop Denounces Coronavirus Vaccine Apartheid  “I would say to President Biden: You have an amazing opportunity to be a force for good in the world,” Archbishop Thabo Cecil Makgoba told The Intercept.  Full story:  https://t.co/04LudebfoZ  https://t.co/M3AWQ9OEs7",236
2021-02-12,12:58:40,nytimes,"Breaking News: The FDA is said to have told Moderna it can put up to 40% more coronavirus vaccine into each vial, a simple way to potentially boost strained supplies.  https://t.co/G1hIgWe8jx",455
2021-02-12,12:45:09,nytimes,"The delivery date for the 2020 census data used in redistricting, delayed first by the coronavirus and then by the Trump administration’s interference, now is so late that it threatens to scramble the 2022 elections, including races for Congress.  https://t.co/A3s6ts4hh5",122
2021-02-12,12:32:29,wsj,"China wouldn't provide raw data on early Covid-19 cases that could help the WHO determine how the coronavirus spread there, investigators said  https://t.co/n91N3dG2Ys",180
2021-02-12,11:59:35,varneyco,"#California is reopening restaurants, but #schools are still closed! @SteveHiltonx says the state could learn a thing or two from #Florida's example. #lockdown #coronavirus #VarneyCo  https://t.co/ZncA9b2aTa",111
2021-02-12,10:58:52,amy_siskind,"Democrats are still working:  last night the House Ways and Means committee advanced its portion of Biden's coronavirus relief bill, passing $940 billion that covers $1,400 stimulus checks and an expansion of the child tax credit.",1891
2021-02-12,10:57:52,propublica,“We are so good at pumping the brakes after we’ve wrapped the car around the tree... There’s still a lot of human wood out there for this coronavirus to burn.”  https://t.co/PhCeA5rRjp,82
2021-02-12,10:30:10,nytimes,"Hungary has become the first European Union member to begin administering Russia’s Sputnik V coronavirus vaccine, sidestepping the European Medicines Agency.  https://t.co/6LL6dCe2Wk",197
2021-02-12,10:26:24,nbcnews,"US coronavirus data:  • 27,507,111 coronavirus cases (per NBC)  • 477,239 coronavirus deaths (per NBC)  • 46,390,270 vaccine doses administered (per CDC)  • 34,723,964 have gotten first shot (per CDC)  • 11,188,782 fully vaccinated (per CDC)  Data as of Feb 12, 2021",152
2021-02-12,08:58:08,propublica,"The city’s death statistics reveal an aberration, ProPublica found. Nationally, coronavirus patients 85 and older died at home only 4% of the time, according to CDC data.   In New Orleans, it was 17%.   https://t.co/VsqauhLgMB",64
2021-02-12,08:27:15,joncoopertweets,Coronavirus applauds this: Salad bars and buffet lines in Ohio are allowed to reopen  https://t.co/ZxtpF93pqQ,253
2021-02-12,07:13:36,forbes,"Former President Donald Trump's coronavirus infection back in October was far worse than the president and his aides said. His infection was so severe, officials thought that he might have needed a ventilator  https://t.co/NGHMxWMPYJ  https://t.co/EkQdZMdCCS",188
2021-02-12,06:46:04,nbcnews,"WATCH: Sister André, a French nun who is believed to be the world's second-oldest person, celebrated her 117th birthday Thursday.   She has lived through two world wars, two pandemics and recently beat a coronavirus infection.  https://t.co/rHeeNh0ppQ",999
2021-02-12,06:01:07,nbcnews,"Australia's second-most populous city will enter a 5 day snap coronavirus lockdown, authorities say, banning spectators for much of the Australian Open tennis tournament.  https://t.co/UZ7qKaS6rN",64
2021-02-12,04:00:12,thedailybeast,House Minority Leader Kevin McCarthy admitted attending his son’s largely maskless wedding during a coronavirus surge in California on Dec. 5—the same day he jabbed Gov. Gavin Newsom for attending his own maskless party  https://t.co/auCb74coUr,356
2021-02-12,03:36:32,newyorker,"A photographer illustrates the indignities suffered by his albino aunts in Kolkata, and how their world became even smaller in coronavirus lockdown.  https://t.co/Icx0BTTHyx",287
2021-02-12,03:00:14,nytimes,"In Opinion  Why has Germany struggled with the second wave of the coronavirus? “Politics,” writes Anna Sauerbrey.  https://t.co/8Ssi2mQC7i",210
2021-02-12,02:00:10,nbcnews,"Tens of thousands of people are expected to travel to Atlanta this weekend for the annual Cheersports Nationals cheerleading competition, raising concern among public health officials that the contest could become a coronavirus super-spreader event.  https://t.co/GNrRCl9Xmd",74
2021-02-12,00:27:02,saharareporters,"Nigerian Scientists Will Soon Produce Coronavirus Vaccine, Science Minister Says | Sahara Reporters  Nigeria will no longer rely on other countries for the production of vaccines, as every country wants to produce their own. READ MORE:  https://t.co/qIxn2EsK1l  https://t.co/YRHdMXvzjS",239
2021-02-11,23:47:54,joncoopertweets,"Trump Was Sicker Than Acknowledged With Covid-19  When hospitalized with the coronavirus in October, his blood oxygen levels had plunged and officials feared he was on the verge of being placed on a ventilator.  https://t.co/oth59pkKXw",110
2021-02-11,23:31:04,rollingstone,"According to the CDC, double-masking could be an effective way to shore up protection against the coronavirus. Here's what you need to know...  https://t.co/LtrWby8wFb",101
2021-02-11,22:27:07,gloriapazmino,“The governor’s top aide is admitting that the Cuomo administration covered up the number of nursing home deaths from the coronavirus last year in order to avoid prosecution by the Trump administration.”   https://t.co/P1qpWGrKkt,254
2021-02-11,22:22:51,ny1,Sources tell NY1 that the governor’s top aide is admitting that the Cuomo administration covered up the number of nursing home deaths from the coronavirus last year in order to avoid prosecution by the Trump administration.  https://t.co/ynvWYhbFIb,526
2021-02-11,21:40:04,nytimes,"The Biden administration said it had secured 200 million more doses of coronavirus vaccines, but President Biden warned that logistical hurdles would most likely mean that many Americans will still not have been vaccinated by the end of the summer.  https://t.co/NhExFmJSyN",1559
2021-02-11,21:30:00,kylegriffin1,Democrats' coronavirus relief proposal includes major changes to the Affordable Care Act.  The aim is to make health insurance more affordable for millions of people who have lost employer coverage during the pandemic.  https://t.co/0DmCdxnPCQ,1545
2021-02-11,20:33:06,nbcnewyork,"Tens of thousands of people are expected to travel to Atlanta this weekend for the annual Cheersports Nationals cheerleading competition, raising concern among public health officials that the contest could become a coronavirus super-spreader event  https://t.co/j80TtdbLH3",95
2021-02-11,20:17:46,bendreyfuss,Every day I just act dumb and self destructive in different ways and I wish that there was no coronavirus so that at least I would have the restraining influences of other people lol,72
2021-02-11,19:40:05,thedailybeast,House Minority Leader Kevin McCarthy admitted attending his son’s largely maskless wedding during a coronavirus surge in California on Dec. 5—the same day he jabbed Gov. Gavin Newsom for attending his own maskless party  https://t.co/7UMFbUFQSf,214
2021-02-11,18:23:50,amy_siskind,"When Trump was hospitalized with the coronavirus in October,  he was on the verge of being placed on a ventilator. Yet he continued to minimize the pandemic for everyone else.    https://t.co/3fCBDsKZzG",317
2021-02-11,18:20:00,loudwire,".@alicecooper gets COVID-19 vaccine, reveals he already had coronavirus:  https://t.co/P9mRP6L3iT",129
2021-02-11,17:56:07,nbcnews,"BREAKING: US orders 200M more coronavirus vaccines, President Biden announces.  ""We're now on track to have enough supply for 300M Americans by the end of July.""    https://t.co/BGMdA97f1S",556
2021-02-11,17:53:50,keithboykin,"New York Times: Trump's condition was so dire last October when he had coronavirus that officials thought he would need to be put on a ventilator.  This is not a surprise, but it reflects how the Trump administration lied about everything for four years.   https://t.co/OulA9kzwHu",158
2021-02-11,17:43:56,nbcnews,"President Biden greets Kizzmekia Corbett, an immunologist with the Vaccine Research Center, at NIH on Thursday.   Corbett's team began first-stage clinical trials in March 2020 and helped develop coronavirus vaccines.  📷 Evan Vucci / AP  https://t.co/xXpWYa3JOI",419
2021-02-11,17:32:57,businessinsider,Biden just purchased 200 million additional doses of coronavirus vaccines — and we now have enough shots to immunize most Americans  https://t.co/4ZNcn3aWFj,94
2021-02-11,17:07:30,wsj,"President Biden said the U.S. had struck deals to purchase 200 million more coronavirus-vaccine doses, after a pledge to boost the number of shots available  https://t.co/PpNI2NO3a4",194
2021-02-11,17:03:00,nbcnews,"BREAKING: ""We've now purchased enough vaccine supply to vaccinate all Americans,"" President Biden says after announcing the purchase of 200M more coronavirus vaccines (100M Moderna, 100M Pfizer).  ""We're now on track to have enough supply for 300M Americans by the end of July.""  https://t.co/lGXtxFtKCP",45358
2021-02-11,16:18:03,voguemagazine,"Dr. Fauci and Dr. Grady had a meet-cute fit for a medical rom-com. Thirty-five years later, they are married with three daughters and are a medical power couple leading the fight against the coronavirus.  https://t.co/9acVgE1hIv",165
2021-02-11,15:55:02,kylegriffin1,"Breaking NYT: Trump was sicker with COVID in October than publicly acknowledged at the time, with extremely depressed blood oxygen levels at one point and a lung problem associated with pneumonia caused by the coronavirus.  https://t.co/h5vYIkY9fw",4248
2021-02-11,15:45:07,nytimes,"Most people in the U.S. could be eligible for the coronavirus vaccine as soon as April, Dr. Anthony Fauci said Thursday. “Virtually everybody and anybody in any category could start to get vaccinated,” he said.  https://t.co/BBsWOprvPe",365
2021-02-11,15:35:29,kenroth,"The Chinese government bans BBC World News, after having criticized its reporting on Beijing's severe persecution of Uyghur Muslims and of the coronavirus. It recently aired a devastating exposé on Beijing's early cover-up of human-to-human transmission.  https://t.co/WFpI4gnTMC  https://t.co/kuKEXIZa9U",255
2021-02-11,14:10:06,nytimes,"Facing a shortage of coronavirus vaccine doses, Los Angeles will temporarily close five of its vaccination sites, including one of the largest in the U.S., at Dodger Stadium.  https://t.co/UdkYs09QC6",169
2021-02-11,13:41:17,donie,"The White House declined to say today whether the annual St. Patrick’s Day tradition of hosting the Irish Taoiseach for St. Patrick’s Day would continue this March amid the coronavirus pandemic, @betsy_klein reports.",598
2021-02-11,12:43:02,sruhle,"Are you someone struggling with medical debt or a surprise bill because of coronavirus? Have you ever NOT sought out care because of financial concerns?  Reply to this tweet, I want to hear your story 👇",308
2021-02-11,12:16:48,kylenabecker,"The Democrats act like there was *ZERO* risk to people living their lives before the coronavirus appeared.  If they are waiting for the risk to fall from virtually nil to absolute nothing, America will wait forever.🔻  https://t.co/naZl7vyfxq",100
2021-02-11,11:48:04,nytimes,"During the period of our analysis (March 15, 2020, to Jan. 23, 2021) estimated excess deaths were 19% higher than the official number of coronavirus deaths. If this pattern held through Feb. 10, the death toll would be about 557,000.  See more here:  https://t.co/dp5LRYEMYg",71
2021-02-11,11:47:34,nytimes,"Our analysis examines deaths from all causes — not just confirmed coronavirus cases. This allows for inaccuracy in cause-of-death reporting, and includes deaths related to disruptions caused by the pandemic.  There are now excess deaths in every state.  https://t.co/dp5LRYEMYg  https://t.co/Zl9daOyDcZ",128
2021-02-11,11:45:04,nytimes,"Since March, about 494,000 more people in the U.S. have died than would have in a normal year, a sign of the broad devastation caused by the coronavirus.  Our analysis of CDC data shows the pandemic’s true toll beyond deaths directly linked to the virus.  https://t.co/SyKJfn48J5",630
2021-02-11,11:32:41,nbcnews,NEW: Speaker Pelosi says the coronavirus relief bill that House plans to send to Senate will include a minimum wage increase to $15/hour.  https://t.co/GN2tu5NGUQ,1030
2021-02-11,11:30:13,nytimes,"Dr. Marcella Nunez-Smith is the chairwoman of President Biden’s coronavirus equity task force. She is charged with tackling disparities in the pandemic.  “Race and place matter a lot for health outcomes in our country,” she told the New York Times.   https://t.co/TjdLQbgAhj",203
2021-02-11,11:22:52,nbcnews,"US coronavirus data:   • 27,401,027 coronavirus cases (per NBC)  • 473,724 deaths (per NBC)  • 44,769,970 vaccine doses administered (per CDC)  • 33,783,384 have gotten first shot (per CDC)  • 10,469,514 fully vaccinated (per CDC)  Data as of Feb 11, 2021",229
2021-02-11,11:18:39,nbcnews,A look at daily coronavirus cases across the US.   Latest data:  https://t.co/1wFsFzdGuq  https://t.co/9pZ4unaMCJ,98
2021-02-11,11:12:40,nbcnews,Motorists line up to receive a coronavirus vaccine at Dodger Stadium in LA on Wednesday.   📷 Damian Dovarganes / AP  https://t.co/RNArA9tqAT,396
2021-02-11,10:37:11,fcbayernus,Thomas Müller tests positive for Coronavirus.,315
2021-02-11,10:30:15,nytimes,"Helen Etuk dreamed of becoming a pediatrician. A senior in college, she loved children and planned to dedicate herself to giving them healthy lives.  She died from complications of the coronavirus on Jan. 12 at a hospital in Arlington, Texas.   https://t.co/DPGCv9jdXw",1414
2021-02-11,09:30:13,nbcnews,"People who have been fully vaccinated against Covid-19 do not need to quarantine if they are exposed to the coronavirus, the CDC says.  https://t.co/R6Tr9FMQsF",1587
2021-02-11,09:05:36,joncoopertweets,"About 40% of the nation’s coronavirus deaths could have been prevented if the United States’ average death rate matched other industrialized nations, a new Lancet Commission report found. It faulted Trump’s “inept and insufficient” response to COVID-19.  https://t.co/itfxRhkQfZ",592
2021-02-11,08:39:26,thedailybeast,House Minority Leader Kevin McCarthy admitted attending his son’s largely maskless wedding during a coronavirus surge in California on Dec. 5—the same day he jabbed Gov. Gavin Newsom for attending his own maskless party  https://t.co/VzsCNUbSdj,7209
2021-02-11,08:33:11,nbcnews,"Make a plan so you’ll be ready when it’s your turn.  Our personalized, state-by-state guide will help you navigate when and where you can receive a coronavirus vaccine.  Visit  https://t.co/bmOfNATDoJ to make your plan.   #PlanYourVaccine  https://t.co/AYhcFS6nAQ",377
2021-02-11,08:33:06,carlquintanilla,“Coronavirus infections are plummeting.” - @axios @mikeallen    https://t.co/s0ztHwFGWY  https://t.co/EvLcaay6Tl,99
2021-02-11,08:20:40,loudwire,".@alicecooper gets COVID-19 vaccine, reveals he already had coronavirus  https://t.co/P9mRP6tsrl",175
2021-02-11,08:15:06,nytimes,"Facing a shortage of coronavirus vaccine doses, Los Angeles will temporarily close five of its vaccination sites, including one of the largest in the U.S., at Dodger Stadium.  https://t.co/rNF82lNLCV",137
2021-02-11,07:45:07,nytimes,"The coronavirus vaccine has become a new currency for international diplomacy. India, China, the U.A.E. and others are doling out donations in countries where they seek influence.  https://t.co/P7cnJtg5Ns",392
2021-02-11,07:15:04,wsj,"Instagram said it removed Robert F. Kennedy Jr.’s account—with over 800,000 followers—“for repeatedly sharing debunked claims about the coronavirus or vaccines”  https://t.co/gloERXiTJy",296
2021-02-11,06:48:22,kenroth,A @WHO-led mission to China just blew it again: It took seriously Beijing's concocted fomite-spread-by-frozen-food theory about the coronavirus to enable Beijing to divert attention from its early deadly cover-up in Wuhan of human-to-human transmission.  https://t.co/g4z3DyqzlM  https://t.co/qm1ga2B0nG,90
2021-02-11,06:45:06,wsj,The historic Elfstedentocht race requires thick ice for skaters to race between 11 cities. This year may be cold enough—but coronavirus rules are blocking it.  https://t.co/8qpNT7oOBM,120
2021-02-11,06:28:04,nytimes,"Instagram took down the account of Robert F. Kennedy Jr., the prominent anti-vaccine activist and son of Robert F. Kennedy, the former U.S. attorney general, over false information related to the coronavirus.  https://t.co/U8BGzzbSGa",3940
2021-02-11,06:11:05,carlquintanilla,(Reuters) - The U.S. Centers for Disease Control and Prevention (CDC) said on Wednesday people who have been given full doses of the coronavirus vaccine no longer need to quarantine after an exposure to someone with the COVID-19 disease.  ⁦@CDCgov⁩   https://t.co/tYqmmUfoTM,202
2021-02-11,04:02:04,nbcnews,"People who have been fully vaccinated against Covid-19 do not need to quarantine if they are exposed to the coronavirus, the CDC says.  https://t.co/hZ8v8XOVsL",153
2021-02-11,03:00:12,nytimes,"Sister André has lived through the 1918 flu pandemic, two World Wars and “many sad events,” she once said. As Europe’s oldest known person, she turns 117 on Thursday, and has now accomplished another feat: surviving the coronavirus.  https://t.co/EkS1od5oxe",3517
2021-02-11,02:00:13,nbcnews,"People who have been fully vaccinated against Covid-19 do not need to quarantine if they are exposed to the coronavirus, the CDC says.  https://t.co/DviC09stVU",150
2021-02-11,01:39:56,cbsnews,"A year into the coronavirus pandemic, many U.S. workers are anxious or depressed  https://t.co/2Tp77gBIyv",142
2021-02-10,23:00:09,nbcnews,"People who have been fully vaccinated against Covid-19 do not need to quarantine if they are exposed to the coronavirus, the CDC says.  https://t.co/NVyNtV5Zgn",221
2021-02-10,21:50:11,abc7ny,"Paul Barberio, 104, has survived coronavirus and left the hospital after only 11 days. His doctor even said he was one of the “easiest patients” for that matter. Healthcare workers sang and cheered as he left to head home.  https://t.co/UO9OFAkLTt  https://t.co/zQ8ZziVu3V",78
2021-02-10,21:15:28,nbcnews,"NEW: People who have been fully vaccinated against Covid-19 do not need to quarantine if they are exposed to the coronavirus, the CDC says.  https://t.co/Zk2hrSfAdg",395
2021-02-10,20:40:08,nbcnews,"A White House proposal to mail masks to Americans may be targeted at schools or communities that are particularly vulnerable to the spread of the coronavirus, rather than to all U.S. households, multiple senior administration officials say.  https://t.co/nIkPwrLPhS",134
2021-02-10,20:02:00,syramadad,A French nun survived the 1918 flu pandemic and both world wars. Now she’s beaten coronavirus days before she turns 117.   https://t.co/niVhWLMuN0,519
2021-02-10,19:34:50,syramadad,“People who have been fully vaccinated against coronavirus -- meaning they have recieved two doses of either the Pfizer/BioNTech or Moderna vaccine-- can skip quarantine if they are exposed to someone infected with the virus”  https://t.co/GCCDTlFeNi,72
2021-02-10,19:30:00,abcworldnews,"DOUBLE MASKING BENEFITS: A new CDC report found tightly-fitted masks, or wearing a cloth mask over a surgical one, could reduce the spread of coronavirus by more than 95%. @WhitJohnson reports.  https://t.co/kZ4a4Uw1jU  https://t.co/pM3PUD4ri7",65
2021-02-10,19:07:29,mattnegrin,"At a rally on Nov. 20 Mike Pence yelled “We're gonna keep fighting until every illegal vote is thrown out!” and this was after he oversaw the systemic misinformation campaign that convinced 150 million people coronavirus is fake and led to 470,000+ deaths but today he is our King",123
2021-02-10,18:30:41,complex,Europe’s oldest-living person successfully defeats coronavirus at age 116. 🤯🤍  More:  https://t.co/lCHePndoO7  https://t.co/4CIEqEkAVV,6961
2021-02-10,17:40:45,wsj,"Two months before China acknowledged its first coronavirus cases, about 90 people in the country were hospitalized with Covid-like symptoms, investigators for the World Health Organization said  https://t.co/QplPcaAYLE",106
2021-02-10,17:39:59,nytimes,"How bad has the coronavirus toll been in the U.S. this winter?  Of the 465,000 people who have died in the country during the pandemic, half of them have died since Nov. 1.  https://t.co/5NEx92eBGI",270
2021-02-10,17:39:32,cbsnews,"A year into the coronavirus pandemic, many U.S. workers are anxious or depressed  https://t.co/zFxeyNPeoo",83
2021-02-10,17:11:41,drtomfrieden,"Antibodies shouldn't change anyone's behavior. Even if coronavirus antibodies are detected in your body, it's still important to wear a mask, watch your distance, and avoid sharing indoor air with people you don't live with.  https://t.co/8NAHunl82v",159
2021-02-10,16:50:17,abc7ny,104-year-old man from Queens survives the coronavirus  https://t.co/jz2VTs5Oqx  https://t.co/nDdNI0slZP,100
2021-02-10,16:50:07,nytimes,"The pharmaceutical giant Merck has been on the front lines of the biggest public health emergencies in recent history. After its coronavirus vaccines flopped in early trials, the company shifted gears and says it’s looking for ways to help competitors.  https://t.co/8WYXSUXpY9",201
2021-02-10,16:01:03,amnestyusa,🚨 Coronavirus is not an excuse for racism and hate crimes.  Nothing is.,560
2021-02-10,15:38:33,livescience,"Coronavirus may infect key brain cells, causing neurons to die  https://t.co/XDTcDZJsno  https://t.co/IfsP1sWwAT",114
2021-02-10,15:35:05,mariabartiromo,New York needs to focus on coronavirus vaccine distribution to reopen safely: GOP congresswoman-elect  https://t.co/dK8IHk3f5J @MorningsMaria  @FoxBusiness,128
2021-02-10,15:20:05,nbcnews,"President Biden is on track to meet his goal of having 100,000,000 Covid-19 vaccines administered in his first 100 days in office, White House coronavirus coordinator Jeffrey Zients says.  https://t.co/mf5OFbRxl1",673
2021-02-10,15:10:07,nytimes,"Tight-fit or double masks could reduce coronavirus spread by 96.5%, CDC says  https://t.co/8hT04sgrJP",727
2021-02-10,15:08:59,mariabartiromo,Tax filing tips amid the coronavirus pandemic  https://t.co/52hWnQISuk @MorningsMaria  @FoxBusiness,71
2021-02-10,14:15:06,wsj,The World Health Organization said evidence suggests governments should continue rolling out AstraZeneca's Covid-19 vaccine despite concerns about its efficacy against the new strain of the coronavirus first detected in South Africa  https://t.co/doxbc8JYpl,76
2021-02-10,13:54:06,nytimes,"The AstraZeneca vaccine should continue to be used in countries where new coronavirus variants are circulating, a WHO expert panel said. The guidance came after South Africa halted its rollout after a small study showed it didn't protect against a variant.  https://t.co/H0JabYx8AS",181
2021-02-10,13:49:12,nytimes,Our visual journey through the microscopic world of the coronavirus shows how masks provide an important defense against transmission.  https://t.co/emELk4cAPE,342
2021-02-10,13:49:12,nytimes,"The CDC outlined ways to wear a mask to increase protection from the coronavirus: 1. Doublemasking: Wear a cloth mask over a surgical mask. 2. Fit the surgical mask more tightly on the face by “knotting and tucking.""  https://t.co/hYFBwfMSv9",773
2021-02-10,13:45:18,thedailybeast,New research shows that wearing a cloth mask over a surgical mask or donning a tightly fitted face-covering significantly boosts protection against the coronavirus.   https://t.co/FmHKXUla1N,47
2021-02-10,13:14:39,nytimes,"Sister André has lived through the 1918 flu pandemic and two World Wars. As Europe’s oldest known person, she turns 117 on Thursday after accomplishing another feat: surviving the coronavirus.  She'll celebrate with a feast, and a glass of Champagne.  https://t.co/AAUSLe8jRj  https://t.co/z4AItjKuCP",1994
2021-02-10,12:38:34,nypost,New coronavirus discovered in bats in Thailand similar to COVID-19  https://t.co/pmtsCdqJfq  https://t.co/WO2CVzwjjy,154
2021-02-10,12:10:16,marknyt,Half of U.S. Coronavirus Deaths Have Come Since Nov. 1  https://t.co/LlWd4y6EfT,192
2021-02-10,12:02:49,nytimes,"Breaking News: CDC research found that tightly fitted masks, or doubling up with both cloth and surgical masks, could reduce coronavirus transmission by up to 96.5%.  https://t.co/Gu9Pa1IPfd",13483
2021-02-10,12:00:14,cbsnews,"A dog in Seoul whose owner has coronavirus was tested for COVID-19 on Wednesday, a month after South Korea reported its first confirmed case of an infected pet. The owner reported that the 8-year-old Cocker Spaniel showed symptoms of fever and a runny nose.  https://t.co/rzZELiY2PR",65
2021-02-10,11:59:33,morningsmaria,"“I don’t know what’s going on anymore.” - @AlexBerenson on the coronavirus, government pressure on lockdowns, and what 2021 holds for the United States  https://t.co/oAhO9LvUQl",70
2021-02-10,11:38:33,chelseaclinton,"😷 Federal health officials emphasize proper mask fit to protect against coronavirus variants, urging double masks in some instances:  https://t.co/JQJYcWuoqx",564
2021-02-10,11:20:41,wolfe321,A French nun survived the 1918 flu pandemic and both world wars. Now she’s beaten coronavirus days before she turns 117.  https://t.co/Oz3nibK64R,199
2021-02-10,10:36:39,thedailybeast,"Rihanna and LVMH will “pause” the Fenty fashion label, WWD reports. The line, which debuted in 2019, is said to have suffered during the coronavirus pandemic  https://t.co/5jZm8D7Koi",194
2021-02-10,09:30:03,nytimes,"A new study dispels a theory that prior infections with seasonal coronaviruses might shield some people, particularly children, amid the pandemic. Antibodies from previous colds do not disarm the coronavirus or reduce symptoms, scientists found.  https://t.co/JAKETDMw9b",211
2021-02-10,08:56:13,morningsmaria,“This seems to get more and more nakedly political by the day.” -@AlexBerenson on the coronavirus and continued restrictions,1378
2021-02-10,08:00:06,nytimes,"Thousands of workers in Britain who lost their jobs when the pandemic hit have taken on temporary roles to help fight it, from cleaning hospital wards to administering coronavirus tests.  https://t.co/DULeYny9f2  https://t.co/EcEFXsZj5b",376
2021-02-10,07:15:06,nytimes,A slow vaccine rollout and stubbornly high coronavirus infection rates in France have given some the sense that the country’s battle against the pandemic has stalled.  https://t.co/uJy6lKLSy2,159
2021-02-10,06:22:52,morningsmaria,“The WHO is wrong.” - @GordonGChang about the origin of the coronavirus,361
2021-02-10,02:00:06,nbcnews,"It is “extremely unlikely” that the coronavirus leaked from a lab in the Chinese city of Wuhan, where Covid-19 first emerged, according to the head of a team of experts that released the first details of its fact-finding mission into the virus's origins.  https://t.co/1o5m9O1PjU",94
2021-02-10,01:56:03,nbcnews,"Los Angeles native María Patiño said nearly every member of her immediate family was infected with Covid-19, including both of her parents. Last month, her mother died of coronavirus.  ""She wanted to be vaccinated. She was planning to retire in March.""  https://t.co/GMyAI0xFVn",77
2021-02-09,23:45:07,nytimes,The FDA granted emergency use authorization to a Covid-19 therapy combining two antibody drugs.  Researchers hope Eli Lilly’s new combination therapy may be better able to fight coronavirus variants than a similar treatment already in use.  https://t.co/Akl7QfM2dg,322
2021-02-09,22:52:07,joelmsiegel,"After the coronavirus killed her dad, brother and sister-in-law, Queens grocery worker awaits her Covid-19 vaccination  https://t.co/npZI9kI1BV by @RoccoNY1 @NY1",388
2021-02-09,21:45:05,wsj,"The coronavirus pandemic has been “at least a one-year setback” to the polio eradication goal, Bill Gates says. How the decadeslong campaign serves as a warning to the Covid-19 fight:  https://t.co/5hwdWM54oT",58
2021-02-09,21:15:04,nytimes,"With nearly a year of coronavirus experience behind them, leaders of U.S. universities have ushered in the new term pledging not to repeat the errors of last year. It hasn’t gone their way.  https://t.co/kgZ9VzuAiB",175
2021-02-09,21:10:48,newyorker,"Millions of Americans lack access to high-speed Internet, a digital divide that the coronavirus lockdown has laid bare.  https://t.co/mBNdqo1mVt",149
2021-02-09,20:30:00,kylegriffin1,Schumer and AOC have teamed up to introduce $2 billion in special FEMA funds for families who lost a loved one to the coronavirus but couldn't afford a funeral.  https://t.co/u8AYvNAALh,3209
2021-02-09,20:20:00,forbes,"House Democrats released details of proposed coronavirus relief measures that would put the ceiling for $1,400 stimulus checks at the same income levels as previous payouts  https://t.co/smX0BvnbdQ  https://t.co/gyTFm2g12g",72
2021-02-09,20:19:43,cbsnews,More children are going hungry during the coronavirus pandemic  https://t.co/A2x0PapTcc,85
2021-02-09,20:19:00,cnbc,"The coronavirus most likely originated in bats but jumped to humans through another animal, the WHO says. It didn't rule out the lab theory but said it is ""very unlikely"" and will end the investigation on that front. @onlyyoontv reports.  https://t.co/5sUQ36ykPz  https://t.co/WbkHuHvRCV",51
2021-02-09,19:49:27,cbsnews,"A U.N. report found there were over 1,800 racist incidents against Asian Americans from March to May 2020. Actor @danielwuyanzu tells @Elaine_Quijano what he believes is fueling the attacks: “I think a lot of it comes from racist rhetoric related to the coronavirus.”  https://t.co/bVWdKEdWCI",110
2021-02-09,19:45:05,nytimes,"California on Tuesday surpassed New York to become the state with the largest number of coronavirus deaths in the U.S. More than 44,800 people have died of the virus in the state, an average of about 500 daily deaths over the past week.  https://t.co/pdKmfURGgG",231
2021-02-09,19:18:00,cnbc,"Robin Hood Foundation CEO Wes Moore is stepping down from the organization in May. During his four year tenure, he raised $650 million, oversaw coronavirus relief efforts and launched new initiatives like the power fund.  https://t.co/TcHNsoZR3G",55
2021-02-09,16:20:05,nytimes,"One vaccine for all coronaviruses? Scientists are working on a shot that would protect against Covid, some colds — and the next coronavirus pandemic.  https://t.co/8Z0cGNzeph",866
2021-02-09,16:06:32,kenroth,"As part of Beijing's effort to divert attention from its deadly early cover-up of the coronavirus outbreak in Wuhan (which let the virus go global), it sends the WHO investigative mission down evidence-free tangents. Sadly, the WHO mission acquiesces.  https://t.co/6VsP8N9NRD  https://t.co/DFdc7ht7gU",71
2021-02-09,15:45:09,nytimes,"The U.S. will start sending coronavirus vaccines directly to federally funded clinics in underserved areas, as part of a racial equity effort to fight a pandemic that has taken a disproportionate toll on communities of color.  https://t.co/1P7t3bGdmZ",359
2021-02-09,14:49:06,scotthech,"""When the coronavirus seeped into the facility, Nick was sleeping in a dormitory with 50 others, including those w/ COVID. No ability to social distance. Denied even basic sanitary products, like sanitizer or a mask. Nick had to use his shirt to cover his nose and mouth.""  https://t.co/aP0cS4yVui",124
2021-02-09,12:37:47,nbcnews,"Total US coronavirus data, as of Tuesday, Feb. 9:  • 27,213,386 coronavirus cases (per NBC)  • 467,059 coronavirus deaths (per NBC)  • 42,417,617 coronavirus vaccine doses administered (per CDC)",104
2021-02-08,12:22:59,walkerbragman,"If you start from the position that we should be in lockdown due to uncontrolled viral spread allowing mutated, deadlier coronavirus strains to form, it is outrageous that there are people defending Democrats as they walk back their promise of already inadequate relief.",271
2021-01-20,13:05:05,celinegounder,1/ I spoke with @newrepublic’s @m_scribe about @POTUS’s plans for coronavirus vaccine rollout:  https://t.co/GnOOKSeU30,99
2021-01-17,13:41:47,errolbarnett,"Exactly one year ago tonight @CBSEveningNews warned of a “new + rare pneumonia like virus.”  I was the first at @cbsnews to report on stateside screening efforts;  “The hope is to prevent the mysterious coronavirus strain from spreading to the US.”  Now, 396k Americans are dead.  https://t.co/xYrSXpimkw",961
